tokens,onerilen_konular
"['naptınız', 'uygulamaya', 'bassam', 'güvenlik', 'nedeniyle', 'oturum', 'sonlandıdiyor', 'hediye', 'dünyamda', 'ödüller', 'internet', 'hariç', 'gitmiş', 'böyle', 'saçma', 'uygulama', 'olur', 'önce', 'yorumları', 'okudum', 'bir', 'yıldız', 'verenlerin', 'çoğu', 'aynı', 'fikirdeyim', 'bir', 'uygulamada', 'paycell', 'kartla', 'bir', 'ürün', 'aldım', 'satın', 'alma', 'başarısız', 'dedi', 'param', 'buna', 'rağmen', 'yine', 'gitti', 'mecbur', 'olasam', 'kulanmazdim', 'size', 'tavsiyem', 'uygulamayi', 'kullanmayın', 'bir', 'yıldız', 'bile', 'sana', 'paycell']","ö, u, n, ü, a"
"['telefonumdaki', 'kalan', 'turkcell', 'yemesin', 'paycelle', 'atmak', 'bir', 'hata', 'yaptım', 'aylardır', 'paramı', 'esir', 'aldı', 'uygulama', 'içinden', 'google', 'play', 'kodu', 'falan', 'bir', 'şeyler', 'alıp', 'paramı', 'geri', 'almaya', 'çalışıyorum', 'hazır', 'kartla', 'ödeme', 'açmışlar', 'paycell', 'bakiyeyle', 'ödeme', 'yapılmıyor', 'googleda', 'konuyu', 'araştırayım', 'dedim', 'binlerce', 'böyle', 'şikayet', 'var', 'benim', 'hakkım', 'bir', 'para', 'olsa', 'size', 'helal', 'etmiyorum', 'zorla', 'beni', 'paycell', 'premium', 'üyesi', 'yapmalarını', 'hesabımızı', 'kapatma', 'seçeneği', 'koymamalarını', 'katmıyorum', 'bile']","p, ö, k, a, a"
"['yıldız', 'kırdım', 'puan', 'hediye', 'etiğimizde', 'sadece', 'puan', 'hediye', 'edebiliyoruz', 'bir', 'boyunca', 'bir', 'puan', 'hediye', 'edemiyoruz', 'puan', 'toplamak', 'zor', 'bide', 'puanların', 'süreli', 'olması', 'kötü', 'puanlarımla', 'günlük', 'almak', 'istiyorum', 'defadan', 'fazla', 'alamıyorum', 'yine', 'gün', 'beklemek', 'zorunda', 'kalıyorum', 'bunlar', 'düzeltilmeli', 'bence', 'zmn', 'yıldız', 'verirrim', 'elinize', 'sağlık', 'bunlar', 'hariç', 'iyi', 'uygulama']","k, p, p, e, p"
"['hergün', 'puana', 'şundan', 'şundan', 'kampanya', 'bildirim', 'geliyor', 'giriyorum', 'yalan', 'ben', 'böyle', 'sahtekarlık', 'görmedim']","b, ş, k, s, s"
"['dostum', 'şöyle', 'bir', 'yorum', 'yapıyım', 'salatoplada', 'gösteriyor', 'sala', 'topla', 'yaptığımda', 'puan', 'veriyor', 'resmen', 'sahte', 'karlık']","s, s, v, ş, g"
"['merhaba', 'öncelikle', 'eskiden', 'paycel', 'kullanıyordum', 'sonradan', 'kullanmamaya', 'başladım', 'anda', 'tekrardan', 'hesabıma', 'aktif', 'etmeye', 'çalışıyorum', 'eski', 'emailime', 'kayıtlı', 'olduğu', 'meilim', 'kaybolduğu', 'anda', 'giriş', 'yapamıyorum', 'bununla', 'ilgili', 'yardımcı', 'olabilir', 'misiniz']","e, e, h, e, h"
"['hafta', 'salla', 'topladan', 'aynı', 'şeyi', 'puan', 'atıp', 'duruyor', 'birikmiyor', 'son', 'kullanım', 'süresi', 'geçip', 'gidiyor', 'lütfen', 'salla', 'topla', 'etkinliğine', 'gbdakikagoogle', 'play', 'geçerli', 'smsgelsin', 'şiddetle', 'tavsiye', 'ediyorum', 'aynı', 'şeyi', 'almaktan', 'sıkıldım', 'puandan', 'baska', 'bisey', 'yok', 'gidisle', 'uygulamayı', 'sileceğim', 'lütfen', 'lütfen', 'payfcell', 'ekibi', 'size', 'güveniyoruz', 'isteklerim', 'olursa', 'yıldız', 'vereceğim', 'sözüm', 'olsun']","u, g, s, s, e"
"['böyle', 'uygulamanin', 'allah', 'belasını', 'versin', 'uygulama', 'yüzünden', 'dolandirildim', 'bişi', 'den', 'haberim', 'yok', 'paycell', 'kredi', 'notu', 'vermiş', 'bilmem', 'neymiş', 'bugün', 'allahın', 'cezası', 'uygulama', 'yüzünden', 'turkcell', 'yüzünden', 'dolandirildimama', 'hakkımı', 'yerde', 'arayacağım', 'peşini', 'bırakmayacağım', 'böyle', 'guvenliksiz', 'uygulamami', 'olur']","d, y, a, y, h"
"['uygulamaya', 'bile', 'girmiyor', 'yaptınız', 'uygulamaya', 'böyle', 'rezillik', 'görmedim', 'resmen', 'kansersiniz']","r, k, g, r, g"
"['hayatımda', 'böyle', 'kötü', 'uygulama', 'görmedim', 'insanı', 'kanser', 'eder']","i, k, k, h, b"
"['şimdiye', 'kadar', 'gördüğüm', 'saçma', 'uygulama', 'gönderilen', 'kodu', 'birebir', 'yazmama', 'rağmen', 'sürekli', 'sonra', 'tekrar', 'dene', 'böyle', 'saçmalığı', 'hiçbir', 'uygulamada', 'görmedim']","g, u, h, s, u"
"['uygulama', 'açılmıyor', 'hata', 'veriyorturkcell', 'tek', 'amacı', 'para', 'müşteri', 'kasmak', 'başka', 'değil', 'ben', 'konularda', 'ciddi', 'bir', 'müşteri', 'memnuniyetini', 'iyi', 'göremiyorumyeterli', 'değil']","m, m, p, m, b"
['iyi'],i
"['illa', 'biyerlere', 'sikayetmi', 'etmek', 'gerekiyor', 'karta', 'yukledigim', 'para', 'saatlerdir', 'gecmiyor', 'aradim', 'mail', 'gonderdim', 'ayiptir', 'azicik', 'haysiyetli', 'yapin', 'parami', 'alayim', 'aninda', 'paycellkartimi', 'kapattiriyorum', 'yildir', 'turkcel', 'kullanicosiyim', 'hattimi', 'tasiyorum', 'lanet', 'olsun', 'boyle']","t, p, h, k, k"
"['arkasaş', 'davet', 'etme', 'gelmiş', 'ana', 'kimseyi', 'davet', 'edemiyorum', 'böyle', 'bir', 'saçmaık', 'yok']","d, d, k, e, e"
"['yıldızdan', 'azını', 'hak', 'ediyor', 'tamamen', 'yasanmış', 'olaylardan', 'bahsedicem', 'para', 'yukledim', 'ödeme', 'yapmak', 'sanal', 'kart', 'kullanmak', 'anda', 'para', 'aktarildi', 'odeme', 'yapmaya', 'calisildi', 'karta', 'bloke', 'geldi', 'ertesi', 'gun', 'acilabildi', 'fakat', 'işten', 'geçti', 'kesinlikle', 'muşteri', 'temsilcisi', 'birsey', 'yok', 'parani', 'yuklersen', 'kullanamazsın', 'haberin', 'olsun', 'bugun', 'faturami', 'odemek', 'istedim', 'hatasi', 'veriyor', 'kesinlikle', 'fatura', 'bile', 'ödeyemedim', 'paycell', 'arkadasım', 'önermisti', 'arkadaşlığımı', 'bitirdim']","ö, ö, f, b, y"
"['para', 'iadesi', 'uzun', 'sürüyor', 'iptal', 'ettim', 'para', 'altta', 'geri', 'geldi', 'bakiyeye', 'yansimadı', 'yine', 'yansımadı', 'aradım', 'yasal', 'olarak', 'hakları', 'varmış', 'yaron', 'yanşıcakmış', 'inşallahboşverin', 'böyle', 'uygulamaları', 'kullanın', 'normal', 'banka', 'uygulamalrını']","b, b, e, n, y"
"['arkadaşlar', 'sakın', 'kullanmayın', 'gündür', 'banka', 'transferini', 'bekliyorum', 'gelmiyor', 'kadar', 'kalitesiz', 'bir', 'uygulama', 'olamaz', 'turkcellin', 'böyle', 'bir', 'uygulaması', 'olması', 'şaşırtıcı']","b, g, o, b, t"
"['sizin', 'paranızı', 'size', 'limit', 'tanımlayıp', 'sizin', 'paranızla', 'sizden', 'haraç', 'kesen', 'ahlaksız', 'uygulama', 'üstüne', 'birde', 'müşteri', 'hizmetlerindeki', 'bayana', 'bunları', 'söyleyince', 'telefonu', 'yüzüme', 'kapattı', 'olan', 'topu', 'temeli', 'benim', 'oldu', 'müşteri', 'kaybettiler', 'başımızın', 'gözümüzün', 'sadakası', 'olsun', 'yüzden', 'ten', 'beri', 'kullandığım', 'aylık', 'ödediğim', 'türkcell', 'hatlarımı', 'kapatacağım', 'yazık']","p, s, s, p, p"
"['tosla', 'iyi', 'sorun', 'yok']","t, i, s, i, t"
"['böyle', 'saçma', 'bir', 'uygulama', 'gördüm', 'duydum', 'paranız', 'bildiğin', 'içeride', 'mahsur', 'kalıyor', 'ibana', 'atmaya', 'gelince', 'komisyon', 'alıyorlar', 'başka', 'uygulamaya', 'kart', 'ike', 'yükleyince', 'hata', 'veriyor', 'umarım', 'ibana', 'yollama', 'komisyonu', 'kaldırılır', 'sayede', 'olsa', 'uygulama', 'paparaya', 'benzer']","k, k, g, y, k"
"['uygulamaya', 'giremiyorum', 'haneli', 'şifre', 'oluşturuyorum', 'girişte', 'haneli', 'istiyor', 'böyle']","ş, ş, h, u, g"
"['bir', 'puanı', 'bile', 'hak', 'etmiyor', 'sürekli', 'puan', 'veriyor', 'puanım', 'çıkmadan', 'bir', 'hediye', 'alamıyorsun', 'fatura', 'ödeme', 'puan', 'veriyoruz', 'diyorsunuz', 'olmadı', 'katıldığın', 'bir', 'kampanyadan', 'geri', 'çıkma', 'bir', 'şansında', 'yok', 'artı', 'oyunlar', 'oyna', 'ücretsiz', 'puan', 'kazan', 'diyor', 'hemen', 'istiyor', 'iyice', 'saçmaladınız', 'eskiden', 'sallamada', 'puan', 'veriyordu', 'şimdi', 'puan', 'verdiği', 'puanım', 'den', 'yukarı', 'çıkmıyor', 'bir', 'önce', 'düzeltilsin', 'bence']","p, p, p, a, v"
"['berbat', 'uygulama', 'olamaz', 'mobil', 'ödeme', 'hediyemi', 'kullanıyorum', 'hediyemden', 'gitmesi', 'yerine', 'hediyemden', 'gidiyor', 'hemde', 'faturama', 'aynı', 'ücret', 'geliyor', 'aldığınız', 'para', 'haram', 'olsun', 'hocam']","ö, h, m, k, a"
"['i̇ndirdim', 'kullandim', 'kartı', 'lanet', 'şok', 'marketten', 'satin', 'aldim', 'islem', 'icin', 'ayri', 'ucretlendirme', 'lik', 'nakit', 'çekimde', 'ucret', 'uduyorsunuz', 'papara', 'gercekten', 'cok', 'iyi', 'i̇raz', 'ornek', 'olarak', 'birseyler', 'almalisiniz', 'arada', 'hesabimi', 'iptal', 'ediyorum']","k, k, k, n, h"
"['allah', 'bunların', 'belesini', 'versin', 'kadar', 'saçma', 'uygulama', 'görmedim', 'haneli', 'giriş', 'kodu', 'telefona', 'gelmiyor', 'bana', 'kendileri', 'mesaj', 'atıyor', 'geliyor', 'diyorum', 'kalkmış', 'sizde', 'sorun', 'var', 'diyorlar', 'lan', 'mesaj', 'gelmese', 'bende', 'sorun', 'olsa', 'ikinci', 'mesaj', 'gelmez', 'yapacağınız', 'sokayim', 'nalet', 'olsun', 'haram', 'zıkkım', 'zehir', 'olsun', 'haftadır', 'hesapta', 'olan', 'paramı', 'alamıyorum']","m, m, m, b, t"
"['nedir', 'böyle', 'sürekli', 'işlem', 'kısıtlaması', 'geliyo', 'hazır', 'limit', 'kullanmak', 'istiyorum', 'girdiğimde', 'hazır', 'limit', 'kart', 'bakiyesi', 'gözüküyor', 'kullanılabilir', 'bakiye', 'olduğu', 'halde', 'işlem', 'ücretleri', 'ztn', 'tavan', 'yapmis', 'kadar', 'kadar', 'iyi', 'değilmi', 'sizin', 'tabi', 'tabi', 'yüzden', 'müşteri', 'kaybetmeye', 'devam', 'edeceksiniz']","l, l, m, h, i"
"['sakin', 'bulasmayin', 'ilk', 'baslarda', 'cok', 'guzel', 'oldugunu', 'dusunebilirsenizancak', 'sonra', 'kanser', 'olursunuz', 'insan', 'yerine', 'koyup', 'cevap', 'bile', 'vermezler', 'cevap', 'olarak', 'bilgisayardan', 'gonderilen', 'hazir', 'cevaplari', 'okur', 'durursunuz', 'sonrada', 'elinizde', 'cep', 'telefonu', 'saatlerce', 'beklersiniz', 'gundur', 'mesaj', 'atiyorum', 'cevap', 'bile', 'vermiyorlar', 'ben', 'kelimeleri', 'ozenle', 'secip', 'degerlendiriyorum', 'kelimeleri', 'bile', 'haketmediklerini', 'dusunuyorum', 'resmen', 'mail', 'yalvardim', 'ona', 'bile', 'cevap', 'yazmadilar', 'standart', 'mesaj', 'suslu', 'cumleleri', 'cok', 'iyi']","m, k, h, d, k"
"['eskiden', 'operatörler', 'oyun', 'paraları', 'satın', 'alabiliyordu', 'şimdi', 'sadece', 'turkcell', 'kullanıcıları', 'alabiliyor', 'düzeltilirse', 'iyi', 'olur']","o, t, s, s, p"
"['salla', 'kazanda', 'puan', 'veriyorsunuz', 'artık', 'puan', 'tamamlayamadan', 'bir', 'önceki', 'puanın', 'süresi', 'doluyor', 'böyle', 'aptalca', 'malca', 'bir', 'uygulama', 'olabilir', 'önceden', 'güzeldi', 'salla', 'kazandan', 'bir', 'şeyler', 'kazanabiliyorduk', 'artık', 'imkansız']","p, k, p, k, k"
"['portfun', 'servisinden', 'tarihinde', 'tllik', 'paycell', 'mobil', 'odeme', 'isleminiz', 'gerceklesmistir', 'harcamanizla', 'tam', 'paycell', 'puan', 'kazandiniz', 'paycell', 'puanlarinizi', 'ister', 'internet', 'ister', 'dilediginiz', 'sektorde', 'gecerli', 'indirim', 'kodu', 'olarak', 'kullanabilirsiniz', 'bana', 'böyle', 'birmesaj', 'geldive', 'benim', 'paycell', 'kartımdan', 'limitim', 'olmadığı', 'halde', 'kendilerini', 'belirlediği', 'hazir', 'limitinin', 'benim', 'onayim', 'olmadan', 'parayı', 'kesmişlerhicte', 'bilgi', 'sahibi', 'olmadığım', 'servispaycell', 'soygunculuga', 'başlamış', 'galiba']","k, o, i, p, k"
"['telefon', 'nurmaranizi', 'aldimi', 'sabahtan', 'aksma', 'kadar', 'mesaj', 'atiyolar', 'tavsiye', 'etmem', 'saçma', 'gidin', 'papara', 'tosla', 'kullanın', 'iyi']","t, k, t, k, t"
"['sizden', 'ricam', 'paycele', 'giriş', 'yapinca', 'wifi', 'kapat', 'diyor', 'wifi', 'kapatmadan', 'giriş', 'yapılsa', 'iyi', 'olacak', 'başka', 'hesaba', 'giriş', 'yapılınca', 'hattin', 'telefon', 'olmasi', 'gerekiyor', 'bunlar', 'saçma', 'yaa', 'buna', 'bir', 'çözüm', 'üretseniz', 'uygulama', 'süper', 'olur']","w, d, w, w, y"
"['para', 'göndersem', 'yükle', 'yapsamda', 'aynı', 'puan', 'vermiyor', 'sala', 'topla', 'kampanyasıda', 'saçma', 'puan', 'takılmış', 'asla', 'üstünü', 'vermiyor', 'hafta', 'sonra', 'puanı', 'alıyor', 'tekrardan', 'saçma', 'bence', 'düzeltilmeli']","p, k, p, p, s"
"['fahis', 'komisyon', 'ucretleri', 'resmen', 'soygun', 'yapılıyor', 'hic', 'bulasmayin', 'bence']","b, f, b, r, r"
"['sorunlu', 'alışverişten', 'inde', 'sistem', 'hatası', 'uyarı', 'veriyor', 'örnek', 'bugün', 'arbys', 'popeyes', 'defalarca', 'denedik', 'sistem', 'hatası', 'verdi', 'alışveriş', 'yapamıyorum', 'size', 'para', 'kazandırıyor', 'üstüne', 'birde', 'sırada', 'bekleyenlere', 'rezil', 'oluyoruz', 'ekstradan', 'müşteri', 'hizmetleri', 'berbat', 'i̇şinizi', 'iyi', 'yapmanızı', 'tavsiye', 'ederim', 'belli', 'bir', 'süre', 'sonra', 'iptal', 'edeceğim', 'şirket', 'yönetiminin', 'bilgisine']","s, s, h, m, m"
"['puanım', 'var', 'sonra', 'baktım', 'puan', 'olmuş', 'iyi', 'değil', 'uguglama', 'kimseye', 'taviye', 'etmiyom']","p, t, b, p, u"
"['ben', 'hesaba', 'aktardım', 'kullanamıyorum', 'oyunlarda', 'teklif', 'alamıyorum', 'google', 'play', 'kod', 'bile', 'alamıyorum', 'uygulamayı', 'indiren', 'karşılığını', 'alır', 'parayı', 'harcıyamadığım', 'bir', 'çözüm', 'bile', 'yok', 'ininal', 'bile', 'iyidir', 'güvenerek', 'yükledim', 'oyunda', 'iyi', 'teklif', 'var', 'onu', 'alamıyorum', 'uygulamayı', 'kimseye', 'uyarmıyorum', 'yükleyenin', 'parası', 'gider', 'haberinize']","k, g, a, p, t"
"['kesinlikle', 'önermiyorum', 'kartımı', 'alalı', 'gün', 'olmuştu', 'oyun', 'oynarken', 'birileri', 'kartımı', 'hackleyip', 'sallayarak', 'bulmuşlar', 'para', 'çekimi', 'söz', 'konusu', 'olmuş', 'paycellden', 'uyarı', 'gelmedi', 'sadece', 'para', 'çekildi', 'mesajlar', 'düştü', 'alışveriş', 'herhangi', 'bir', 'kod', 'istemedi', 'boşuna', 'çalınmış', 'oldu', 'ben', 'önermiyorum', 'keşke', 'güvenlikli', 'bir', 'kart', 'olsaydı']","k, ö, b, k, k"
"['hediye', 'dünyam', 'kuponları', 'kaldırdınız', 'böyle', 'devam', 'edin']","d, h, k, k, d"
"['eft', 'havale', 'fast', 'para', 'yükleme', 'işlemlerinde', 'sorunlar', 'var', 'yüklenmiyor', 'bunun', 'düzeltilmesi', 'lazım', 'ayrıca', 'uygulamada', 'çoğu', 'zaman', 'sonra', 'tekrar', 'dene', 'hatalar', 'veriyor', 'bunların', 'düzeltilmesi', 'lazım', 'uygulama', 'genel', 'manada', 'pek', 'iyi', 'çalışmıyor', 'ayrıca', 'bazen', 'kampanya', 'ödülleri', 'yüklenmiyor', 'bir', 'belli', 'bir', 'gün', 'yok', 'zaman', 'yükleneceği', 'ilgili', 'arası', 'felan', 'deniliyor', 'saçma', 'belli', 'bir', 'gün', 'koyar', 'gün', 'yüklersin', 'bonusları', 'lütfen', 'bunları', 'düzeltin']","i, i, f, ç, b"
"['yersiz', 'bir', 'güvenlik', 'sebebini', 'bahane', 'göstererek', 'hesabıma', 'bloke', 'koyup', 'gündür', 'paramı', 'kullandırtmayan', 'bir', 'uygulama', 'değerli', 'paycell', 'yetkileri', 'bayram', 'öncesi', 'bizi', 'böyle', 'mağdur', 'etmeniz', 'yakışık', 'almadı', 'bayramdan', 'önce', 'sorunu', 'lütfen', 'çözün', 'yok', 'çözemiyoruz', 'diyorsanız', 'diyecek', 'bişey', 'bulamıyorum', 'i̇nsanın', 'aklına', 'başka', 'şeyler', 'gelmeye', 'başlıyor', 'artık', 'lütfen', 'sorunu', 'bir', 'önce', 'çözün']","a, y, p, s, ç"
"['uygulama', 'güzel', 'salla', 'kazan', 'boşuna', 'nedeni', 'puan', 'kazanıyoruz', 'hsftaya', 'gidiyor', 'puan', 'paylaş', 'kısmını', 'yapınki', 'faydası', 'olsun']","p, k, g, u, n"
"['benim', 'paycell', 'hesabımı', 'banlamıssnız', 'lütfen', 'açın', 'yoksa', 'şikayet', 'etmek', 'zorunda', 'kalacam', 'kısa', 'sürede', 'benim', 'paycell', 'hesabımı', 'açın', 'işlem', 'yapamaz', 'hale', 'geldim', 'böyle', 'yaparsanız', 'oygulama', 'kapatın', 'kardeşim']","h, k, o, h, b"
"['allah', 'belasını', 'versin', 'böyle', 'uygulamanın', 'benden', 'onay', 'almadan', 'uygulama', 'alıyor', 'para', 'kesiyor', 'müşteri', 'hizmetlerini', 'aradığımda', 'onay', 'vermişsiniz', 'diyor', 'herhangi', 'bir', 'şifre', 'sormuyor']","ş, ş, b, h, k"
"['kart', 'bilgilerine', 'bakılamayan', 'uygulama', 'muazzam', 'editarada', 'bakıyorum', 'hala', 'düzeltememişsiniz', 'gerçekten', 'muazzam', 'böyle', 'devam']","k, b, d, m, e"
"['kart', 'bilgisine', 'uygulamadan', 'ulaşamıyorum', 'saçma', 'kart', 'rakam', 'gizliccv', 'yok', 'böyle', 'olunca', 'harcama', 'yapılabilir']","s, k, k, r, u"
"['aşırı', 'kötü', 'bir', 'uygulama', 'sanal', 'kartlar', 'gözükmüyor', 'müşteri', 'temsilcisi', 'konuştuğumuzda', 'sanal', 'kartta', 'olan', 'parayı', 'silelim', 'diyorlar', 'kartla', 'beraber', 'resmen', 'para', 'tuzağı', 'saçmalık', 'bir', 'sanal', 'banka', 'böyle', 'yapar', 'anormalilik']","s, d, k, k, p"
"['nalet', 'olsun', 'saçmalık', 'bana', 'hergün', 'mesaj', 'geliyo', 'müşteri', 'hizmetini', 'arıyom', 'oda', 'gooleden', 'geliyo', 'diyo', 'bilen', 'varmı', 'benim', 'telimi', 'sistemden', 'silin', 'diyom', 'yapamıyoz', 'diyo', 'nerden', 'bulaştılar', 'bana', 'bilmem', 'bilen', 'varsa', 'iptal', 'olur', 'nalet']","m, b, v, h, d"
"['uygulamanız', 'kötü', 'sürekli', 'sistemsel', 'sorunlar', 'nedeniyle', 'deyip', 'uygulamadan', 'atıyor', 'biçim', 'bişey', 'böyle']","u, s, k, s, d"
"['uygulamaya', 'katılmak', 'büyük', 'boşluk', 'zaten', 'internet', 'bankacılığından', 'bütün', 'işlemleri', 'halledebiliyorsunuz', 'üstüne', 'üstlük', 'uygulamadan', 'paranızı', 'hesabınıza', 'aktardığınızda', 'yüksek', 'miktarlarda', 'komisyon', 'alıyor', 'komisyon', 'almakla', 'kalsa', 'iyi', 'söyledikleri', 'tarihte', 'paranızı', 'hesabınıza', 'aktarmıyor', 'tavsiye', 'etmem', 'gereksiz', 'bir', 'uygulama']","i, p, u, h, b"
"['uygulama', 'berbat', 'hafta', 'salla', 'toplada', 'verdikleri', 'puanları', 'geri', 'çekiyorlar', 'bence', 'yüklemeyin', 'yanılıpta', 'arkadaşlar']","b, p, u, v, h"
"['sorunlu', 'bir', 'uygulama', 'giriş', 'bile', 'yapamıyorum', 'gördüğüm', 'kötü', 'uygulama', 'olabilir', 'güncellemesini', 'yaptim', 'hâlâ', 'giremiyorum', 'yıldız', 'bile', 'gündür', 'kere', 'bile', 'giremedim', 'sıkıcı', 'önceden', 'kişi', 'davet', 'edip', 'puan', 'alabiliyordun', 'hikmetse', 'kalkmış', 'zorunuza', 'gitti', 'herhalde', 'beleş', 'puan', 'almamız', 'zaten', 'hafta', 'puan', 'çıkıyor', 'onunda', 'süresi', 'gün', 'bir', 'hafta', 'geçen', 'gün', 'kullanıcı', 'kaybediyorsunuz', 'yine', 'bir', 'tane', 'kaybettiniz', 'yorumumu', 'okuyanlar', 'söylüyorum', 'gram', 'önermiyorum']","k, k, g, g, o"
"['ben', 'böyle', 'uygulamayı', 'yapanın', 'yeni', 'kart', 'aldım', 'şoktan', 'ilk', 'herşeyi', 'giriyorum', 'güvenlik', 'nedeniyle', 'oturumunuz', 'sonlamistir', 'diyor', 'kötü']","o, k, n, g, g"
"['paycelle', 'ilk', 'girdiğiniz', 'zaman', 'i̇nternet', 'veriyor', 'puanlarınıda', 'geri', 'alıyor', 'yanlızca', 'turkcell', 'lere', 'veriyor', 'hala', 'anlamadım', 'bence', 'tavsive', 'etmem']","a, b, h, a, v"
"['böyle', 'rezalet', 'bir', 'uygulama', 'görmedim', 'kimseye', 'tavsiye', 'etmiyorum', 'faturuya', 'para', 'yansıtarak', 'sanal', 'kartıma', 'para', 'gönderdim', 'fakat', 'güvenlik', 'nedeni', 'ilgili', 'nedenlerle', 'oturumunun', 'sonlanmiştir', 'diyiyor', 'paramı', 'hiçbir', 'türlü', 'kullanamiyorum', 'gördüğüm', 'kötü', 'uygulama']","s, k, u, p, p"
"['kötü', 'papara', 'bin', 'kat', 'iyi']","k, k, k, i, b"
"['bence', 'kötü', 'bir', 'uygulama', 'tavsiye', 'etmem', 'paranızı', 'iade', 'etmiyor']","t, b, e, p, p"
"['bence', 'güncelense', 'iyi', 'olur']","b, i, g, b, i"
"['uygulamayı', 'yapan', 'yazılımcı', 'nerden', 'mezun', 'oldu', 'böyle', 'vasat', 'uygulama', 'görmedim', 'ben']","u, y, y, y, u"
"['rezalet', 'igrenc', 'uygulama', 'kötüsü', 'kadar', 'olmaz', 'derken', 'sinir', 'hastasi', 'ediyo', 'insani', 'berbat', 'berbattttt', 'surekli', 'hata', 'veriyo', 'odeme', 'yapamiyorum', 'lanet', 'olsun', 'yapicaginiz', 'uygulamanin']","u, i, s, k, s"
"['hazır', 'limit', 'kullanmak', 'komisyon', 'olur', 'ayda', 'faizle', 'kredi', 'veriyormuş', 'hesaplayabilirsiniz', 'fakat', 'olay', 'bununla', 'sınırlı', 'değil', 'ödeyip', 'çektiğin', 'hazır', 'limitin', 'bir', 'ibana', 'transfer', 'komisyon', 'ücretini', 'ödüyorsunuz', 'önceden', 'böyle', 'değildi', 'uygulama', 'şimdi', 'bulabildiği', 'fırsattan', 'iteliyor', 'komisyon', 'sözde', 'puan', 'topluyorsunuz', 'topladığınız', 'puan', 'tam', 'almaya', 'yetecekken', 'puanın', 'süresi', 'doluyor', 'puan', 'siliniyor']","k, v, h, a, l"
"['berbat', 'bir', 'uygulama', 'para', 'yatirmişim', 'bekleki', 'para', 'geçsin', 'hesaba', 'ağır', 'kesinlikle', 'tavsiye', 'etmiyorum', 'kesinlikle', 'herkese', 'aynı', 'cevabı', 'veriyorlar', 'çözüm', 'yok', 'ortada', 'bir', 'hafta', 'sonra', 'yatacaksa', 'hesaba', 'yatmasin', 'iyi', 'kesinlikle', 'kullanılmamalıdır']","y, g, p, y, y"
"['sıfır', 'yıldız', 'haketmiyorsunuz', 'lira', 'par', 'yükledim', 'para', 'yuklendindikten', 'sonra', 'kayıp', 'oldu', 'uygulamaya', 'bile', 'giremiyordum', 'paket', 'yükleyecektim', 'hırsızlar', 'yedini', 'liramı', 'haram', 'zıkkım', 'olsun']","y, y, g, p, h"
"['uygulama', 'iyi', 'çalışıyor', 'imkanları', 'güzel', 'hazır', 'limit', 'hesaba', 'aktarırken', 'faiz', 'alıyor', 'öğrenciyiz', 'wallahi', 'hoş', 'olmadı']","a, a, f, ö, ö"
"['mizi', 'bizden', 'habersiz', 'bir', 'şekilde', 'almış', 'lanet', 'olsun', 'böyle', 'uygulamaya']","b, m, ş, b, b"
"['i̇lk', 'önce', 'iyi', 'olduğunu', 'düşündüm', 'yanılmışımilk', 'lira', 'kredi', 'verdiniz', 'sonra', 'kestiniz', 'verdiğiniz', 'kredi', 'fazlaymış', 'gibikredi', 'verecekseniz', 'den', 'başlayın', 'uygulamada', 'iyileştirme', 'yapıldığında', 'yorumum', 'yıldız', 'olarak', 'değiştirilecektir']","k, v, k, k, y"
"['ücretsiz', 'bir', 'kampanya', 'yok', 'hangisine', 'baksam', 'kadar', 'yükleyin', 'kazanın', 'kadar', 'harcayın', 'kazanın', 'bence', 'ücretsiz', 'bir', 'kampanya', 'olması', 'lazım', 'lütfen', 'bakarsanız', 'sevinirim']","b, k, ü, k, b"
"['iyi', 'bir', 'uygulamaymış', 'yanıltıcı', 'reklam', 'beyanlarla', 'kullanıcıların', 'kafasını', 'karıştııp', 'kendi', 'amaçlarına', 'zorlayıp', 'məcbur', 'bırakıyorlar', 'gereksiz', 'berbat', 'bir', 'uygulama']","y, r, u, r, y"
"['paycele', 'girmiyor', 'hemen', 'atıyor', 'bilmiyorum', 'böyle', 'oluyor']","a, g, p, b, b"
"['kampanyaya', 'katıldım', 'görevi', 'yaptım', 'puanımı', 'vermedi', 'turkcell', 'uygulanmasının', 'böyle', 'hata', 'yapması', 'yanlış', 'olmadı']","p, y, k, v, y"
"['paycell', 'den', 'yatırım', 'yaptım', 'kayıp', 'faturama', 'yansıdığı', 'halde', 'defalarca', 'mail', 'ekran', 'görüntüsü', 'atmama', 'rağmen', 'çözüm', 'yok', 'ibandan', 'para', 'yatırdım', 'oda', 'kayıp', 'paycell', 'paranız', 'kayboluyor', 'sakın', 'para', 'yada', 'başka', 'yapmayın', 'boş', 'boş', 'mail', 'ker', 'atiyolar', 'ben', 'bütün', 'ekran', 'görüntülerini', 'attın', 'halde', 'hala', 'ekran', 'görüntüsü', 'diyolar', 'sistemler', 'hangi', 'tarihten', 'kaldida', 'goremiyonuz', 'ayıp', 'ayıp', 'böyle', 'para', 'kazanilmaz']","p, k, p, y, y"
