Yorum,Puan,Tarih
Salla topla özelliği ile paycell güzel bir uygulama.,4,2022-04-12 18:21:21
Turkccel için bir sürü internet veriyor vodafone için 1 GB veriyo,1,2022-04-12 18:08:19
Ne zaman fatura ödemeye çalışsam bağlantı hatası alıyorum çok kötü bir uygulama,1,2022-04-12 18:07:59
Allah rızası için paycell duy beni lütfen Paycellde sadece Turkcell i olanlara özel play kod lar vsr acaba ne zaman başka hatlı olanlara ozel yenilikler getireceksiniz merak ediyorum lütfen cevap verin iyi günler.,5,2022-04-12 16:58:02
😎😎😎😎,5,2022-04-12 16:17:27
Mükemmel ama bende paycell durduruldu diyor ne yapmalıyım,5,2022-04-12 15:57:46
Guzel bir uygulama Begendim,5,2022-04-12 15:57:43
Cok guzel oygulama,5,2022-04-12 15:50:26
Size özel 1000 puanınızı paycell uygulamasından hemen alabilirsiniz diye mesaj geliyor giriyorum vermiyor ...,2,2022-04-12 15:49:48
Tşk payceli yapan,5,2022-04-12 15:31:57
Beş para etmezsiniZ,1,2022-04-12 15:20:04
Mükemmel,5,2022-04-12 15:01:34
guzel,5,2022-04-12 14:59:22
31 mart 2022 güncellemesinden sonra telefonumda çalışmıyor. paycell durduruldu hatası alıyorum. silip tekrar yükledim olmuyor.,1,2022-04-12 14:58:54
Uygulama 1 saatte açılıyor.Açılıncada zaten birkaç dakika sonra atıyor.,1,2022-04-12 14:30:14
Hesap açamıyorum.,1,2022-04-12 14:05:40
indirmelisiniz,5,2022-04-12 13:55:29
kalite kokuyor,5,2022-04-12 13:49:06
"benim hesabım donduruldu diyor yeni şifre eski gmaile gittiği için şifre yenileyemiyorum, uygulamaya nasıl girebilirim?",3,2022-04-12 13:29:51
🖤💜💕,4,2022-04-12 13:26:55
mutis,5,2022-04-12 13:15:38
Bence bulaşmayın 2yakaniz bi arya gelmez 200tl para ibana yoluyom 1 masraf turksel kesiyo 2 masraf turkselin verdiği kart 200 geçtiği için e tabi ibanada yatircaniz için hesaba geçen para 200 den 180 tl diğerine 10 tl gönderim ucreti faturaya giriyor anlicaniz en başta yazdığım gibi 2yaka işi,1,2022-04-12 13:13:27
Fena değil,5,2022-04-12 12:53:44
Portakal soslu tavuk tarifi resmi aç karnına çekiçle vurdu hamile kadın ve erkek öğrencilerin aynı zamanda da güzel Yalan söylüyorsun ama ben Normalde bir soru üzerine de yiz ama ben Normalde bir soru üzerine de yiz ama ben de özledim ama bir türlü karar veremedim bir soru üzerine de yiz ama bu kez Eskişehirspor Fenerbahçe maçı hangi gün saat ve erkek öğrencilerin aynı zamanda da güzel Yalan söylüyorsun ama ben Normalde bir türlü bulamadım ama ben Normalde bir şekilde ve erkek öğrencilerin bir,5,2022-04-12 12:52:01
Çok g iüzel hem internet hem papci mobyla üçe herşey var,5,2022-04-12 12:28:03
kgkxitisitaisis,5,2022-04-12 12:23:09
5 yıldızı yazı görünsün diye verdim kampanyaya katılım sağlıyoruz yok şöyle yaparsan 10 TL bunu yaparsan 20 TL hazır limitini kullanırsan su kadar birini bile vermediler AYRICA BAŞTA PARA GÖNDERME vs. TÜM İŞLEMLER ÜCRETSİZ İKEN FATURALİYA GEÇİNCE SADEDE HAZIR LİMİTİNİ ÇEKMEK BİLE 15 TL HERŞEY ÜCRETLİ OLUYOR AKLI OLAN UZAK DURSUN,5,2022-04-12 12:10:59
İğrenç bir uyguma,1,2022-04-12 11:55:12
Diğer hesabım da dedim uygulama durduruldu hatası alıyorum diye bana son sürüm güncelle diyorsunuz BOZUK UYGULAMA! NOTE 3 N9000Q ANDROİD 5.0 DESTEĞİ BOZUK [BOZUK] B O Z U K,1,2022-04-12 11:39:00
Ben puan biriktirip pubg mobilede Royal paas aldım 1ay bekledim faturamda değişiklik yok bence çok iyi bir uyg ben bu ay elit paas alacam tekrar deneyip bence hata falan da vermiyo muk bir uyg,5,2022-04-12 11:12:36
Ben memnun kaldım,5,2022-04-12 10:48:56
Uygulama kötü uygulamaya giremiyorum türksel müşterisiyin böyle bişey görmedim adam inteneti kapat diyor devam et diyo sonra internet hatası falan filan falan oruçlu oruçlu insanı küfür zorluyorlar ya,1,2022-04-12 10:22:30
mükemmel kahve için teşekkürler,5,2022-04-12 10:14:34
Süper,5,2022-04-12 09:55:00
Bende hazır himitimi kullanamıyorum yaklaşık 1 seneden beri kullanıyordum şimdi kullanamıyorum aktif fatura kullanıcısıyim fakat hazir limitti kullanmaya calistigimda aktif fatura kullanıcı kullanabilir diyor müşteri hizmetlerini aradım faturanın üstüne telefon aldım ayrıca her ay ödeme yapıyorum ama artık kullanamıyorum 😔😔😔,2,2022-04-12 09:06:28
Recep asar,5,2022-04-12 07:31:26
Super,5,2022-04-12 05:12:50
Güvenlik nedeniyle oturumunuz sonlandırııstır diye uyarı veriyor ne yapmam gerekiyor,1,2022-04-12 04:40:42
he arika,5,2022-04-12 04:04:27
Tek kelimeyle EF SA NE,5,2022-04-12 02:47:45
Para yükle diyor yükledim ve kullanamazsın diyor sürekli böyle oluyor tekrar para yükle diyor bir seyler yapmasanız,5,2022-04-12 01:40:27
Cok güzel bir uygulama,5,2022-04-12 01:20:24
TÜRKSE COK İYİSİ NYA,5,2022-04-11 23:31:53
Güzel,5,2022-04-11 22:55:08
Hhioj,5,2022-04-11 22:15:03
pacell giremiyorum neden cevap,5,2022-04-11 21:52:52
güzel teşekkürler,5,2022-04-11 21:52:48
Topla kazanda sürekli 100puan veeiyor,1,2022-04-11 20:59:41
1 yıldız bile hak etmiyo uygulama Payselden puan alınmıyo her yerde hediye olarak veriliyo biz alamıyoruz payselde hiç bişey yok kimseyede tavsiye etmiyorum .,1,2022-04-11 20:22:24
Üyelikten çıkmak istiyorum..yardımci olunursa sevinirim,1,2022-04-11 18:57:06
ok,5,2022-04-11 17:55:28
Para işlemleri için güzel bir uygulama ama verdiği hediyeler için yüklüyorsanınız hediye İnternet için sadece vadafon ve türkseliler özel diğer kodlar için ise sadece türksele özel yani türk Telekom luysanız yüklemenizi tafsiye etmiyorum hata hiç yüklemyin,1,2022-04-11 16:55:23
Giriş yapamıyorum yardımcı olur musunuz lütfen,1,2022-04-11 16:35:02
Guzenfuf,5,2022-04-11 15:58:39
Bence birazdan puan kazan ma seçeneği getirilebilir,5,2022-04-11 15:51:20
Ya ben çok olduğum için istemi hic anlamıyorum Turkcell den para yukledim amma uygulamada gözükmüyor ₺0 gözüküyor ödeme fisim yanimde lütfen cözum istiyorum .....?,5,2022-04-11 14:39:55
😀😀😀😀😀😀😀😀😀😀,5,2022-04-11 14:22:38
güzel,5,2022-04-11 13:59:38
Uygulama güzel çalişiyor,5,2022-04-11 13:51:03
mükemmel,5,2022-04-11 13:48:26
Mukemmmelll,5,2022-04-11 13:35:47
Para aktarımında bı sorun oluştu günlerdir bekliyorum,1,2022-04-11 13:33:52
çok güzel bı uygulama teşekkür ediyorum,5,2022-04-11 13:28:40
Fatura odmelerimde hiçbir sıkıntı ve gecikme olmamasına rağmen limit 0 verdiler bir önceki ay kullandım sıkıntı yoktu uygulamayı sildir tekrar indirdim limit 0 yapmışlar hiçbir problem yokken anlayacaginiz hep problem var ve kimse çözüm yok yorumlarda baktiginizda kimsenin sorununu cozMuyorlar net sekilde söylüyorum indirmeyin bir problem yaşarsınız,1,2022-04-11 13:15:27
payseli kullanamıyorum paysel durduruldu diyor hiç bir şekilde açamıyorum,1,2022-04-11 12:50:19
5000 puamım vardı pubg mobile için 2500 puana 10tl aldım oyunda kullanılamıyor dedi gogle play store parası aldım 2500 puana onuda kullanamadım puanımı iade edilmesini arz ediyorum seni yerim yaaseni yerim yaaseni yerim yaaseni yerim yaaseni yerim yaaseni yerim yaaseni yerim yaaseni yerim yaaseni yerim yaaseni yerim yaaseni yerim yaaseni yerim yaaseni yerim yaaseni yerim yaaseni yerim yaaseni yerim yaaseni yerim yaaseni yerim yaaseni yerim yaaseni yerim yaaseni yerim yaaseni yerim yaaseni yerim,1,2022-04-11 12:36:52
Müşteri hizmetlerine bağlanmak deveye hendek atlatmak gibi.Sürekli kulağımda tuhaf şarkınız çalıyor,1,2022-04-11 12:19:46
süper bi uygulama,5,2022-04-11 12:17:42
Guzel bir uygulamada yeni indirdim hic olmazsa 1000 -2000 puan verilir,1,2022-04-11 12:09:02
Tsk guzel ve yararli uygulama,5,2022-04-11 12:03:59
İğrenç,1,2022-04-11 12:02:47
Cokkuzel,5,2022-04-11 11:40:07
paycell uygulamasına artık giremiyorum. güvenlik nedeniyle oturumunuz sonlandırıldı hatası alıyorum !!!!,3,2022-04-11 11:28:21
❤,4,2022-04-11 11:19:58
5 yıldız,5,2022-04-11 11:10:07
Çok severek kullaniyorum kesinlikle tavsiye ederim,5,2022-04-11 10:52:06
SAYIN TURKCELL: Paycell uygulamasına girerken güvenlik nedeniyle oturumunuz sonlandırılmıştır diye hata alıyordum düzeltildi teşekürler.,5,2022-04-11 10:50:01
iyi,5,2022-04-11 10:43:19
Benim paycell hesabım neden donduruldu aceba,1,2022-04-11 09:40:59
başarı lı bir uygulama tebrikler,5,2022-04-11 09:33:59
iyi güzel hoş,5,2022-04-11 09:30:19
İki saattir girmeye çalışıyorum girmiyorLütfen çözülsün çok önemli işmm Varr,4,2022-04-11 08:54:26
Hazır limitim 1100 tl iken şimdi sadece 400 tl böyle bir sacmalık görmedim beni böylelikle zor duruma düşürdünüz gerçekten çok yazık,5,2022-04-11 05:49:33
Yaramaz,1,2022-04-11 02:53:51
Durduruldu hatası veriyor nasıl düzeltebilirim ?,5,2022-04-10 23:56:44
Bu ne ya giriş bile yapamıyorum hemde binlerce puanım varken. Giriş yapamıyorsunuz daha sonra deneyin diyor lütfen bir bakarsanız mutlu olup kullanıma devam edeceğim.,1,2022-04-10 23:39:35
Bence bir ay icinde 5000 panda olsa arkadaşlarimizi Göndere bilelim çünkü 500 puan çok saçma,3,2022-04-10 22:36:15
harika çok mükemmel bir uygulama,5,2022-04-10 22:22:32
Süper uygulama,3,2022-04-10 19:44:22
Size nasıl ulaşabilirim acaba sorum olacaktı ayrıca,5,2022-04-10 19:38:24
Süper bir ygulqma,5,2022-04-10 19:35:14
Uygulamaya giriş yapılmıyor birkaç defa silip tekrar yükledim sonuç değişmedi telefonla aradığımda düzelecek yanıtı alıyorum,5,2022-04-10 17:54:42
Çok kötü puan vermiyor,1,2022-04-10 17:49:28
İyi güzel uygulama,1,2022-04-10 17:44:34
Faturalı olduğum halde neden hazır limiti kullanamıyorum bilmiyorum lütfen bu sorunu giderin rica ediyorum.,5,2022-04-10 17:40:58
Çok kütu,1,2022-04-10 17:25:39
Kampanyaları bol ve çok kazandıran bir uygulama.,5,2022-04-10 17:07:38
Çok güzel bir oyun,5,2022-04-10 16:38:32
Yüklenimiyor,1,2022-04-10 16:16:30
az puan veriyor ama bir kerede olsa hayrını gördük,3,2022-04-10 15:08:10
Uygulama çok güzel ama hep puan 100 çıkıyo o yüzden bu,1,2022-04-10 14:46:11
Güzel bir uygulama,4,2022-04-10 14:45:01
iyi bir uygulama,3,2022-04-10 14:42:59
Çok kötüydü,5,2022-04-10 14:17:15
Hediye Dünyam kataloğundan almış olduğum turkcell mağaza kuponu hiçbir mağazada kullanılmıyor. Ayrıca mağaza yetkilileri hiç bir şekilde ilgilenmiyor. Paycell çağrı merkezine yaklaşık 20 gün önce kayıt açmış olmama rağmen işlem tamamlanmadı,3,2022-04-10 14:15:57
Cüzdana kaydedilen kart sayısını arttırabilirseniz süper olacak yada paycell karta yükleme yaparken yükleme yaptığımız kartı kaydetme zorunluluğunu kaldırabilirsiniz.5 kart yetmiyor her seferinde sil yeniden ekle can sıkıcı.,3,2022-04-10 14:03:09
Süper,5,2022-04-10 12:25:03
Son güncellemeler ile note 3 için çalışmaz hale geldi hiç açılmıyor,1,2022-04-10 12:13:16
Kısaca söyle anlatım güzel Bir uygulama ama puan transferi ayda bikere oluyor o yüzden 3yıldız veriyom,3,2022-04-10 10:50:40
süper,5,2022-04-10 10:26:23
Güzel uygulama,4,2022-04-10 10:25:35
Bu uygulama çok iyi hem Vodafone hem de Turkcell'e oluyor,5,2022-04-10 08:46:42
Para transferi yaptım limit düştü ama para gelmedi dolandırıcılık,1,2022-04-10 08:36:00
Mükemmel,5,2022-04-10 07:48:41
Yıldız vermiyorum çünkü eksi yıldız seçeneği yok igdaş ve İski faturamı ödeyemiyorum yani 3 aydan beri uygulamanız çöp,1,2022-04-10 05:18:15
Bu nedir arkadaşlar hiç durmadan güncelleme geliyor ve yüklediğim proğram silinmiş,5,2022-04-10 03:32:28
uygulama güzel fakat telefonuma yüklenmiyor artık,4,2022-04-10 03:22:39
Puan veriyorsunuz ekrana yansımıyorsunuz şimdiye kadar kaç puanına el koymuşsunuz siliyorum bir dahada kullanmıyorum böyle bir uygulamaya ne gerek var,1,2022-04-10 02:49:25
duzenli odeme yapmama rağmen 300 lira olan hazır limitimi 25 tour düşürerek beni markette rezil eden bir uygulamayi bir yıldızı bile hak etmiyor türkcell senide silicem hayatimdan,1,2022-04-10 01:56:47
valla on numara bir hizmet ve on numara bir uygulama sadece komisyon ve transfer yuzdeleri biraz yuksek daha makul ucretler alinabilir,5,2022-04-10 01:29:29
limit çok düşük bir iki taksit olanağı ile limiti birazdaha artırabilirseniz daha kullanışlı olur teşekkürler,5,2022-04-10 01:23:38
Arkadaşlar uzun zamandır kullanıyorum çok güzel bir uygulama kesinlikle tavsiye ederim,5,2022-04-10 00:58:26
hesabıma para yükledim hesabıma para düşmedi dekont gönderdim daha düşmedi,1,2022-04-10 00:58:02
güzel bi uygulama herkese tavsiye ederim tüm işlemler burdan yapılıyor.,5,2022-04-10 00:53:42
harikasın,5,2022-04-10 00:47:53
Sayın turkcell yetkilileri beni duyarmısınız ben 2 yıldır turkcelliyim begeniyorum ama bu paycell uyguluamasında puan az ve o puan süresi kaldırılmalı çok zorlanıyorum,3,2022-04-10 00:34:06
Güvenlik nedeniyle oturumunuzu sonlandırdık çıkıyor sürekli ne zaman guvene alınacak kaç gundur giremiyorum,5,2022-04-10 00:33:45
Çok iyii,5,2022-04-10 00:24:42
super,5,2022-04-10 00:10:17
herkesin ihtiyacı kadar kullanıp ve o kadar ödeyebileceği bir ek gelir platformu çok harika tavsiye ederim sağlıklı kullanım şartlarıyla,5,2022-04-10 00:05:48
Çok iyi,5,2022-04-10 00:05:15
Çok iyi,5,2022-04-10 00:03:14
İdare eder,5,2022-04-10 00:01:00
Defisik,5,2022-04-09 23:59:55
Fazla iyi değil,3,2022-04-09 23:34:47
Uygulama güzel,5,2022-04-09 22:47:39
Yeni surumde durduruldu hatasi.,1,2022-04-09 22:44:46
Çok pratik.. süper,5,2022-04-09 22:06:29
PAYCELİ YAPAN BU MESAJİ GURDUYSENİZ LUTFEN PUAN LİMİTİ ARTSİN,5,2022-04-09 21:45:30
Süper,5,2022-04-09 20:48:36
Rezil bir uygulama sakın indirmek gibi bir hata yapıp paranızı kaptırmayın ben dahil bir sürü insan para yatırdi ne iade albiliyoruz ne paycellde gorebiliyoruz resmen paramizi kullaniyorlar sikayetvar sayflarinu okumaniz yeterli indirmemeniz ve kullanmamaniz icin tek kelimeyle berbat.,1,2022-04-09 20:37:17
Çok güzel bir uygulama tavsiye ederim herkese üdmmmmm,5,2022-04-09 20:26:11
urun.oppool ooşloşoloçloçloooooçloçloşloş,5,2022-04-09 20:13:21
Çok guzel ama eposta deyistirdim giris yapamiyorum lütfen düzeltin,5,2022-04-09 18:11:17
Uygulama guncelleme istedi kaldirip tekrar yuklemeye calisiyorum ama inmiyor,1,2022-04-09 17:01:29
Uygulamayı indiriyorum ama açarken hata oluştu diyip uygulama dan atıyor nedeni nedir acaba,5,2022-04-09 16:06:53
Son guncellemeden sonra uygulamaya giremiyorum ne yaptiysam olmadı uygulama durduruldu hatası verip duruyor ve hala düzelmedi email attım numaramla ekran görüntüsü ile hala değişen bisi yok,1,2022-04-09 15:45:29
Cok guzel,4,2022-04-09 15:32:53
1 ay kullandıktan sonra güvenlik hatası verdi şuan kullanamıyorum açılmıyor uygulama,1,2022-04-09 14:56:27
çok güzel olmuş,5,2022-04-09 14:51:50
Böyle rezil uygulama yok her şeye sınır var internet desen yok durduk yere para kesiyorlar İNDİRMEYİN!,1,2022-04-09 14:48:23
muhteşem,5,2022-04-09 13:36:07
Turkcell uygulama lamaları bir arada olsa ne güzel olurdu. teşekkürler ama ben bu uygulamayı sd karta çalıstıramıyorum,5,2022-04-09 13:34:16
Allah aşkına bu payseli görmek istemiyorum ama habire mesaj geliyor ortadan kaldırmam için ne yapmam lazım acaba,1,2022-04-09 13:33:41
Uygulama 1 gün güzel calışsa ertesi gün hata veriyor sayfa yüklenirken hata oluştu siz Türkcell gibi buyuk bir frima yakışmıyor size,1,2022-04-09 13:26:26
Benim paycel hesabın şifresi unutum ve şifre sifirlayamitorum e posta hesabımda ulaşamıyorum o yüzden şifre sifirlanmiyor,2,2022-04-09 13:21:00
👏,5,2022-04-09 13:11:15
Cok iyi,5,2022-04-09 13:09:37
Sikit,5,2022-04-09 12:58:28
"Kampanyalar güzel fakat sürekli hata veriyor , fatura ödemek istiyorum tekrar deneyiniz diyor ayrıca çoğu kurum yok hepsi ile anlaşsanız daha iyi olacak",1,2022-04-09 12:10:57
👍👍,5,2022-04-09 11:35:42
Şifremi unuttum hesabım dondurulmuş . E-posta adresimde değişiklik oldu ve giriş yapamıyorum Lütfen yardımcı olun .,5,2022-04-09 11:31:27
mükemmel,5,2022-04-09 11:25:01
Alın,4,2022-04-09 10:15:04
Bulunduğunuz yerde diğer operatörlerin hizmet kalitesi iyiyse Turkcell kullanmayın.,1,2022-04-09 10:14:09
Çok iyi bir uygulama herkese tavsiye ederim istediğiniz her İşlemi yapabiliyorsunuz teşekür ediyorum çok beğendim.,5,2022-04-09 10:06:07
Zev veşe,5,2022-04-09 10:03:58
Süper,5,2022-04-09 10:03:50
Çok iyi,5,2022-04-09 09:39:55
Paycel Uygulamada güncelleme 5 gündür yapılamıyor işlem yapmam lazım ama sisteme giriş yok dönüp dönüp duruyor çok güzeldi ama şimdi sıkıntı var paycel uygulamasında rica etsem bu konuda destek sağlayabilirmisiniz,1,2022-04-09 09:11:19
Çok memnunum istediğim zaman bankaya eft yapıyorum zaman kaybetmeden elime geçiyor sorun yaşamadım,5,2022-04-09 07:57:34
Tek sıkıntı kazanılan puanların sadece Turkcell kullanıcıları kullanabilmesi,3,2022-04-09 07:17:47
Ya ben neden indiremiyorum hata veriyor sürekli memnunum ama güncelleme istiyor güncelliyorum ama bir türlü olmuyor siliyorum yüklemek için uğraşıyorum olmuyor,1,2022-04-09 07:16:33
Mailime alakasız bı şekilde dönüş yapıldı hesabım onaylanmadı yanlış yatırılan paramin iadesini rica ediyorum,1,2022-04-09 06:36:57
Bence yüklemeyin,5,2022-04-09 05:41:29
Sim kart ile telefona takılı olan aynı olmasına karşı uyarı verio girmiyor.,5,2022-04-09 05:30:11
Güvenlik nedeniyle açılmıyor. Aldığımız puanlar kayboluyor. Bom boş bi uygulama.,1,2022-04-09 05:10:44
Hesabım dondurulmuş şifre yenile diyor basıyorum e posta kod gönderildi diyor ama kod gelmiyro hesabıma giriş yapamıyorum nasıl yapabilirim acaba??,3,2022-04-09 04:37:23
Iki yildiz cunku hep 100 puan tek veriyor hediyeler artmali bence,2,2022-04-09 03:22:18
tavsiye edwrim,5,2022-04-09 01:44:05
İyi güzel dört yıldız yeter bence,4,2022-04-09 01:42:41
Paycel mobilde sıkıntı var bir türlü giriş yapamiyorum paycell durduruldu diye bildiri geliyor sürekli siliyorum tekrar indiriyorum sorun devam ediyor paycell durduruldu diye,1,2022-04-09 00:59:42
Paycell puanları hiç artmıyor. Birkaç kere salla topla yaptım fakat hala 0 Paycell puanı olarak gösteriyor. Paycell puan sistemi bir aldatmacadan mı ibaret?,2,2022-04-09 00:57:04
Cok guzel,5,2022-04-09 00:47:47
Guzel uygulama demistim ama lanet olsun icine tukursugumun uygulamasina bukadar rezil bwrbat bukadar vurdum duymaz yonetim kepazelik baska bisey degil,1,2022-04-09 00:47:32
Şifre bloke diyor e postaya yönlendiriyor.Telefon numarası varken e postayla şifre yenileme yapıyor.E posta zamanında gelmiyor uygulama şu anda engelli nasıl açacağını bilmiyorum.,1,2022-04-09 00:47:24
Puanlarla internet alınabiliyor puanım var ama vermiyor hemen düzeltin,5,2022-04-09 00:26:50
harika,5,2022-04-09 00:19:33
"İninal daha iyidir diye düşünüyodum, bı fark yok aslında ama oyun pinlerini sadece Turkcell'liler alabiliyor o hoşuma gitmedi. düzeltilirse sevinirim iyi günler.",4,2022-04-09 00:11:04
merhaba uygulama guzel sevdim otobus biletleri icinde bi firmayla anlasip indirim uygulasaniz cok iyi olur sehirlerarasi yolculuklar cok pahali malum.,5,2022-04-08 23:25:03
Böyle saçma bir uygulama görmedim 6 haneli şifre istiyor 4. Hanesinde yanlış şifre diyor,1,2022-04-08 22:47:24
