lemmas,Puan,Tarih
"['ilk', 'google', 'olay', 'bakiye', 'kaç', 'içeri', 'gönder', 'saat', 'henüz', 'ilgilen', 'iletişim', 'numara', 'iletişim', 'yaz', 'paycel', 'çık', 'iletişim', 'yok', 'dava', 'şikayet']",4,2022-02-21 11:05:50
"['fatura', 'öde', 'ekran', 'çık', 'gün', 'önce', 'dene', 'öde', 'onay', 'sonra', 'bekle', 'öyle', 'kal']",1,2022-02-21 09:29:47
['süper'],5,2022-02-21 09:20:54
['fesat'],5,2022-02-21 09:11:21
['iyi'],5,2022-02-21 08:37:37
['mükemmel'],5,2022-02-21 04:38:45
['gir'],1,2022-02-21 02:50:06
"['allah', 'bela', 'arkadaş', 'kimse', 'kullan', 'para', 'gönder', 'banka', 'hesap', 'işle', 'gir', 'zaman', 'gelecek', 'belli', 'değil', 'talep', 'oluş', 'gün', 'sonra', 'para', 'hesap', 'para', 'değil', 'oyun', 'bonus', 'öldür']",1,2022-02-21 01:58:19
['tek'],4,2022-02-21 00:05:31
['iyi'],5,2022-02-20 23:15:40
['çek'],5,2022-02-20 22:51:29
"['yavaş', 'çalış', 'fazla', 'takıl', 'kal', 'hesap', 'doğrula', 'süre', 'aşırı', 'yavaş']",1,2022-02-20 22:11:19
['aza'],5,2022-02-20 21:40:06
"['aycell', 'uzun', 'zaman', 'kullan', 'geçen', 'fark', 'öğren', 'sadece', 'puan', 'birik', 'başka', 'puan', 'para', 'çevir', 'hatta', 'fazla', 'şey', 'düşün', 'akıl', 'vodafone', 'kullan', 'turkcell', 'değil', 'boş']",1,2022-02-20 20:29:04
"['üst', 'gözük', 'yıldız', 'gündüz', 'yapı', 'kredi', 'hesap', 'para', 'gönder', 'saat', 'ara', 'oyala', 'cevap', 'memnun', 'değil', 'git', 'hesap', 'iptal', 'destek', 'ekip', 'yardimci']",5,2022-02-20 20:07:44
['süper'],5,2022-02-20 19:59:19
"['saçma', 'kazı', 'kazan', 'yok']",1,2022-02-20 19:37:55
"['güzel', 'fakat', 'dur', 'duruyorakbile', 'para', 'yükle', 'doğrula', 'aycell', 'yükle', 'öyle', 'dene', 'sefer', 'sorun', 'değildefelarca', 'olduyapılacaksa', 'ilk', 'hata', 'pay', 'fakat', 'sorun']",2,2022-02-20 19:22:25
"['iyi', 'anla']",5,2022-02-20 19:15:46
"['güncelle', 'sonra', 'hiçbir', 'şekil', 'fatura', 'öde', 'san', 'kullan', 'sorun', 'var', 'hafta', 'geç', 'neredeyse', 'sil', 'ramak', 'kal']",1,2022-02-20 18:10:33
"['amaç', 'azpuan', 'yüz', 'yıldız', 'eyer', 'fazla', 'puan', 'yıldız', 'çevir']",3,2022-02-20 17:52:01
"['ilgi', 'alan', 'değil']",1,2022-02-20 17:21:19
"['iyi', 'iyi', 'beleş', 'i̇nternet']",5,2022-02-20 16:57:39
"['telefon', 'numaramışifremi', 'falan', 'herşey', 'oluş', 'sonra', 'ekran', 'diyorki', 'wifi', 'kapa', 'giriş', 'kapa', 'wifi', 'yıl', 'sefer', 'güvenlik', 'kontrol', 'yaz', 'yine', 'aynı', 'sayfa', 'atıyordüzelti̇lmeli̇']",1,2022-02-20 16:14:06
"['turkcell', 'yaz', 'düşün']",2,2022-02-20 16:10:08
"['pay', 'google', 'doğrula']",1,2022-02-20 15:49:32
['güzel'],4,2022-02-20 13:17:52
"['aylık', 'gayet', 'iyi']",5,2022-02-20 12:26:10
"['şifre', 'yenile', 'ait', 'hesap', 'mail', 'gönder']",1,2022-02-20 12:26:01
['iyi'],5,2022-02-20 11:44:39
"['bina', 'üye']",1,2022-02-20 11:36:10
"['ağır', 'giriş', 'lütfen', 'sorun', 'düzel']",3,2022-02-20 10:33:54
['i̇ptaliptaliptaliptal'],1,2022-02-20 10:01:14
"['memnun', 'değil', 'doğal', 'gaz', 'oduyemiyorum', 'allah', 'bel']",1,2022-02-20 09:29:05
"['gayet', 'iyi', 'fatura', 'hat', 'fatura', 'öde', 'para', 'kazan', 'kampanya', 'var', 'puan', 'birik', 'i̇nternet', 'birçok', 'kod', 'hiçbir', 'işlem', 'hata', 'gör', 'puan', 'google', 'olay', 'kod', 'iyi', 'puan', 'boşa', 'git', 'kart', 'kart', 'fazla', 'alışveriş', 'fatura', 'hat', 'sahip', 'insan', 'işlem', 'kolay', 'kampanya', 'fayda', 'basit', 'arayüz', 'sev', 'yer', 'kötü', 'yorum', 'destek', 'yardım']",5,2022-02-20 08:02:29
['iyi'],5,2022-02-20 08:02:12
"['para', 'tlyatirimm', 'gün', 'hesap', 'geç']",1,2022-02-20 06:42:35
['i̇nternet'],1,2022-02-20 06:34:11
['iyi'],5,2022-02-20 02:06:52
"['yıldız', 'kere', 'giriş', 'sil', 'hesap', 'don', 'geri', 'gir', 'saçma', 'yaa', 'dur', 'yer', 'hesap', 'don', 'i̇nternet']",1,2022-02-20 01:01:35
"['hesap', 'don', 'don', 'yeni', 'giriş', 'posta', 'değil', 'baskasina', 'gönder']",1,2022-02-19 23:51:22
"['aycell', 'hesap', 'bağ', 'eposta', 'kapa', 'giriş', 'giriş']",1,2022-02-19 22:31:28
"[""i̇nternet'im"", 'paketimwifi', 'gir', 'izin', 'giriş']",4,2022-02-19 21:50:01
"['harika', 'herkes', 'tavsiye']",5,2022-02-19 20:07:23
['iyi'],5,2022-02-19 18:40:44
"['boş', 'beleş', 'konuş', 'öğren', 'gelin']",5,2022-02-19 18:30:13
['iyi'],5,2022-02-19 18:13:34
['güzel'],5,2022-02-19 18:01:30
['süper'],5,2022-02-19 17:15:15
['muqqq'],4,2022-02-19 15:56:55
"['anla', 'i̇nternet', 'kapa', ""i̇nternet'sin"", 'kaydol', 'sonra', 'sonra', 'hata', ""i̇nternet'ler"", 'çalış', 'sonra', 'i̇nternet', 'acyo', 'sil', 'yükle', 'yüz', 'puan', 'düzelt', 'puan']",2,2022-02-19 15:51:16
"['para', 'hesap', 'geç', 'alışveriş', 'oyun', 'yüklem']",1,2022-02-19 14:21:24
"['numara', 'besyildiz']",5,2022-02-19 14:09:23
['iyi'],5,2022-02-19 12:48:23
"['gayet', 'iyi']",5,2022-02-19 12:24:25
"['son', 'güncelle', 'sonra', 'fatura', 'öde', 'ekran', 'don', 'yaklasik', 'gün', 'doğalgaz', 'fatura', 'öde', 'üstelik', 'sorun', 'mail', 'yol', 'aycell', 'yönetim', 'bil', 'rağmen', 'hala', 'çözüm', 'net', 'orta', 'koy', 'sorun', 'devam', 'fatura', 'öde', 'ekran', 'don']",2,2022-02-19 12:01:50
"['adres', 'google', 'nere', 'gir']",5,2022-02-19 10:57:14
"['kimlik', 'teyit', 'rağmen', 'banka', 'kart', 'fazla', 'lira', 'bakiye', 'yükle', 'şua', 'fazla', 'yükle', 'hani', 'limit']",1,2022-02-19 10:33:11
['mükemmel'],5,2022-02-19 10:11:44
['süper'],2,2022-02-19 08:09:22
['güzel'],5,2022-02-19 02:40:06
"['güncelle', 'sonra', 'fatura', 'öde', 'kayıt', 'fatura', 'gir', 'fatura', 'öde', 'allah', 'aşk', 'güncelle', 'falan', 'çalış', 'berbat']",2,2022-02-19 02:20:49
"['iyi', 'fakat', 'giriş', 'hafta', 'hata', 'yardımcı', 'olur']",5,2022-02-19 00:04:51
"['fatura', 'öde', 'hata', 'düzel', 'yorum', 'düzelt']",1,2022-02-18 23:53:50
"['fazla', 'bile', 'abi', 'salla', 'topla', 'nar', 'böyle']",1,2022-02-18 23:36:43
['güzel'],5,2022-02-18 23:28:57
['iyi'],5,2022-02-18 22:25:25
['yük'],5,2022-02-18 22:07:14
"['ona', 'öde', 'kod', 'neden']",2,2022-02-18 21:36:49
"['hesap', 'bloke', 'bira', 'önce', 'iste']",1,2022-02-18 21:24:03
"['hesap', 'sorun', 'kart', 'boş', 'boş', 'dur', 'soru', 'düzel', 'gerek', 'lütfen', 'kısa', 'süre', 'düzel']",1,2022-02-18 21:16:06
"['kullan', 'mobil', 'öde', 'güven', 'turkcell', 'kalite', 'fark']",5,2022-02-18 20:58:43
"['hoca', 'önce', 'kullan', 'arkadaş', 'davet', 'puan', 'son', 'dene', 'arkadaş', 'puan', 'git']",2,2022-02-18 20:57:03
['hoskd'],4,2022-02-18 20:44:17
"['yıldız', 'bile', 'haket', 'wi̇fi̇', 'bağlantı', 'kapa', 'kapa', 'sonra', 'iyi', 'papara', 'yazık']",1,2022-02-18 19:15:33
"['gerçekten', 'tavsiye']",5,2022-02-18 19:11:46
['ollaallla'],5,2022-02-18 19:04:51
"['böyle', 'uygulmanin', 'tam', 'hafta', 'puan', 'veri', 'konu', 'ana', 'sorun', 'coxuqlari']",1,2022-02-18 18:11:36
"['mükemmel', 'yara', 'siz', 'tavsiye']",5,2022-02-18 16:53:05
['çöp'],1,2022-02-18 16:39:20
"['operatör', 'türk', 'telekom', 'kendi', 'i̇nternet', 'yükleyemiyorumbu']",1,2022-02-18 16:33:25
"['kazı', 'şans', 'sala', 'kazan', 'i̇nternet', 'puan', 'allah', 'aşk', 'kere', 'fazla']",5,2022-02-18 16:09:24
"['ibb', 'kart', 'yüklem', 'bekle', 'otobüs', 'bekliyorumşoföre', 'yalan', 'çık', 'hemen', 'yükle']",1,2022-02-18 14:42:53
"['uzun', 'zaman', 'kullan', 'sorun', 'bile', 'yaşam', 'kara', 'memnun']",5,2022-02-18 14:38:22
"['uzak', 'dur', 'arkadaş', 'aycell', 'gönder', 'para', 'hesap', 'yat', 'geri', 'iade', 'güç', 'gün', 'içeri', 'iade', 'gün', 'uğraş', 'sonunda', 'ancak', 'para', 'mail', 'iste', 'dekont', 'birlikte', 'yolla', 'gün', 'geç', 'para', 'yok', 'tekrar', 'mail', 'iyi', 'kardeş', 'güç', 'bırak', 'gün', 'siz', 'mail', 'zaten', 'tane', 'biz', 'ulaş', 'yeni', 'iste', 'yıl', 'politika', 'maksat', 'bez', 'para', 'üzeri', 'yat']",1,2022-02-18 14:07:52
['süper'],5,2022-02-18 13:44:52
"['önce', 'kullan', 'sev', 'şimdi', 'tekrar', 'kayıt', 'iste', 'giriş', 'müşteri', 'hizmet', 'kadar', 'yaz', 'yok', 'hane', 'şifre', 'sebep', 'bul', 'saçma']",1,2022-02-18 12:36:09
"['güzel', 'tavsiye']",2,2022-02-18 11:32:47
['numara'],5,2022-02-18 10:05:34
['harika'],5,2022-02-18 08:46:06
"['kod', 'düzel', 'abi', 'hesap', 'gir']",1,2022-02-18 07:40:06
"['yara', 'hediye', 'kart', 'promosyon', 'kod', 'kullan', 'geri', 'dönüş', 'siz', 'şekil', 'anlaş', 'insan', 'soy']",5,2022-02-18 02:37:00
['harika'],5,2022-02-18 02:04:21
"['baba', 'dolandır', 'fazla', 'tanı', 'dolandır', 'dikkat']",1,2022-02-18 01:20:42
"['fatura', 'öde', 'işlem', 'gir', 'program', 'çıkılıyorilettik', 'mail', 'gün', 'çözümle', 'bekle']",1,2022-02-17 22:43:05
['güzel'],5,2022-02-17 22:37:47
"['süper', 'fatura', 'öde', 'komisyon', 'yok']",5,2022-02-17 22:33:53
['maalesef'],1,2022-02-17 22:27:09
"['arkadaş', ""i̇nstagram'dan"", 'ekle', 'instagramgecer__bilal', 'bütün', 'sıkıntı', 'hallet']",5,2022-02-17 21:54:14
"['ooo', 'güzel']",5,2022-02-17 21:11:43
"['para', 'çoğu', 'zaman', 'çalış', 'hediye', 'dünya', 'kullan']",1,2022-02-17 20:20:10
"['iyi', 'sıkıntızi', 'var', 'hafta', 'puan', 'biraz', 'fazla', 'iyi', 'yıldız', 'kır']",4,2022-02-17 20:15:46
['iyi'],4,2022-02-17 19:53:13
"['sorun', 'yok']",5,2022-02-17 19:25:28
['güzel'],5,2022-02-17 18:59:54
"['helal', 'paycelll']",5,2022-02-17 18:11:00
"['giriş', 'yapamıuom', 'yalan', 'galiba']",1,2022-02-17 17:56:47
"['alışveriş', 'alternatif', 'yer', 'iyi']",4,2022-02-17 17:55:23
"['fatura', 'öde', 'sek', 'kaç', 'gün', 'düzel', 'acil', 'düzel', 'lütfen']",1,2022-02-17 17:03:47
['muhteşem'],5,2022-02-17 16:08:27
['beğen'],5,2022-02-17 13:49:04
"['yeni', 'tanış', 'aycell']",5,2022-02-17 13:43:16
"['hayır', 'uğur', 'inşallah']",5,2022-02-17 12:19:46
"['güzel', 'sağlık']",5,2022-02-17 10:18:45
"['iyi', 'iyi', 'gerek', 'hediye', 'kaldriyo', 'mesela', 'kazı', 'kazan', 'kardeş', 'doğru', 'düzgün', 'puan', 'zan', 'kaldır']",1,2022-02-17 09:26:14
"['güzel', 'kullan', 'gez', 'memnun']",5,2022-02-17 09:23:37
"['güzel', 'ihtiyaç', 'cevap', 'banka', 'işlem']",5,2022-02-17 09:12:54
"['aycell', 'puan', 'hafta', 'geri', 'çek', 'puan', 'kazan', 'böyle']",1,2022-02-17 08:43:42
['iyi'],5,2022-02-17 07:48:44
['memnun'],5,2022-02-17 07:39:00
"['numara', 'beş', 'yıldız']",5,2022-02-17 03:07:11
"['aycell', 'hesap', 'iptal', 'rağmen', 'ara', 'geç', 'hala', 'kapa', 'ayrıca', 'kendiliğinden', 'aycell', 'operatör', 'aycell', 'operatör', 'kapa', 'aycell', 'tamamen', 'git', 'iste', 'operatör', 'hesap', 'yardımcı']",1,2022-02-17 02:39:03
"['para', 'hesap', 'geç']",1,2022-02-17 02:25:28
"['posta', 'kötü']",3,2022-02-17 02:10:29
['güzel'],1,2022-02-17 00:27:33
"['salliyamiyorum', 'puan', 'iğrenç', 'yıldız', 'bile', 'haket']",1,2022-02-16 23:26:27
"['harika', 'saye', ""i̇nternet'in"", 'var']",5,2022-02-16 22:33:09
"['teşekkür', 'turkcell']",5,2022-02-16 22:07:31
"['puan', 'bile', 'sakın', 'tuzak', 'düş']",1,2022-02-16 20:59:37
['güzel'],5,2022-02-16 20:50:06
['güzel'],5,2022-02-16 20:47:36
['iyi'],5,2022-02-16 20:46:58
"['harika', 'aycell']",5,2022-02-16 20:16:35
"['saçma', 'düzel', 'artık', 'paycel', 'hesap', 'google', 'oley', 'kod', 'iste', 'hesap', 'para', 'var', 'hazır', 'limit', 'bulun', 'para', 'transveride', 'başka', 'banka', 'hesap', 'gerçekten', 'saçma', 'kimse', 'ilgilen', 'gmail', 'şikayet', 'bahane', 'bul', 'yok', 'öyle', 'yok', 'böyle', 'kapa', 'git']",1,2022-02-16 19:45:11
"['sahtekar', 'başla', 'hesap', 'para', 'koy', 'kartal', 'yükle', 'iade', 'ilgi', 'alaka', 'sıfır', 'sakın', 'kan', 'dolandırıcı', 'başla']",1,2022-02-16 19:36:57
"['hız', 'güven']",5,2022-02-16 19:27:12
['iyi'],5,2022-02-16 19:26:24
"['iyi', 'turkcell']",5,2022-02-16 19:18:16
['iyi'],3,2022-02-16 19:14:06
"['küçük', 'yaş', 'harçlık', 'istem', 'mantık', 'güzel', 'yaş', 'sınır', 'iyi']",5,2022-02-16 19:13:56
['iyi'],5,2022-02-16 18:46:37
['iyi'],5,2022-02-16 18:28:04
"['arkadaş', 'eyer', 'faturaliysaniz', 'kulanabiloyorsunuz']",1,2022-02-16 17:26:05
"['arkadaş', 'bird', 'pani', 'don', 'i̇nternet', 'falan', 'yok', 'bosna']",1,2022-02-16 15:52:43
"['kazı', 'kazan', 'ana', 'ekran', 'gözük']",4,2022-02-16 15:48:25
['pörfekt'],5,2022-02-16 15:13:09
"['güzel', 'tavsiye']",5,2022-02-16 14:21:57
['mükemmel'],5,2022-02-16 13:11:14
"['bas', 'sık', 'sık', 'kullandigim', 'kart', 'surwkli', 'para', 'kesinti', 'saçma', 'sapan', 'dolayı', 'artık', 'birak', 'yakın', 'tamamen', 'sil', 'kafa', 'hiçbir', 'ilerle', 'kaydet']",1,2022-02-16 12:45:30
['haliklikulade'],5,2022-02-16 12:36:45
"['paycel', 'özel', 'keşkedaha', 'fazla', 'i̇nternet', 'gine', 'sev']",2,2022-02-16 09:43:39
"['oturum', 'son', 'giriş']",1,2022-02-16 09:37:48
"['bozuk', 'siz', 'hane', 'şifre', 'oluş', 'iste', 'gir', 'hane', 'şifre', 'iste', 'hal', 'gir', 'puan', 'var', 'kullan', 'böyle', 'kök', 'kurum', 'tarz', 'basit', 'hata', 'şaşır', 'geçmiş']",1,2022-02-16 09:27:39
"['yükle', 'yorum', 'oku', 'doğrudan', 'sil', 'kullanmadımbu', 'kadar', 'şikayet', 'boşa', 'değil', 'mutlaka']",1,2022-02-16 09:11:26
"['güzel', 'dene']",5,2022-02-16 09:01:27
"['puan', 'tek', 'iyi']",5,2022-02-16 08:53:45
"['bazen', 'iyi', 'bazen', 'kot']",4,2022-02-16 08:36:46
"['hız', 'güzel']",5,2022-02-16 06:29:50
['mükemmel'],5,2022-02-16 06:29:22
"['güzel', 'teşekkür']",5,2022-02-16 03:06:31
"['yıldız', 'haket', 'efsane', 'çık', 'lando']",5,2022-02-16 00:21:03
['harika'],5,2022-02-16 00:20:53
['iyi'],5,2022-02-15 23:32:25
"['arkadaş', 'anla', 'varmı', 'acil', 'don', 'lütfen', 'ilk', 'oyun', 'pin', 'kullan']",1,2022-02-15 22:39:45
['iyi'],5,2022-02-15 22:30:12
"['boş', 'sevnur']",5,2022-02-15 22:14:38
['güzel'],5,2022-02-15 21:48:06
"['mustafa', 'paşa']",5,2022-02-15 21:39:12
"['salla', 'topla', 'olay', 'biraz', 'geliş', 'puan', 'birik', 'oley', 'yok']",4,2022-02-15 21:34:35
['iyi'],5,2022-02-15 21:33:36
['iyi'],5,2022-02-15 21:21:02
"['paycelden', 'hesap', 'kart', 'yolla', 'kere', 'musterı', 'temsilci', 'konuş', 'hesap', 'buhar', 'ara', 'var', 'sor', 'hafta', 'master', 'hizmet', 'ara', 'ekip', 'bil', 'araştır', 'hesap', 'çık', 'para', 'kar', 'taraf', 'ulaş', 'geri', 'hesap', 'gerek', 'yok', 'buharmo', 'ilgi']",2,2022-02-15 21:08:33
"['mükemmel', 'fırsat', 'bayan', 'indirim', 'var', 'öner', 'sev', 'siz']",5,2022-02-15 21:03:01
['harika'],5,2022-02-15 19:42:38
"['gayet', 'güzel', 'başarı', 'devam', 'dile']",5,2022-02-15 19:23:28
"['siz', 'amaç', 'hediye', 'ziyade', 'insan', 'sömürmekverdiğiniz', 'puan', 'birik', 'süre', 'dol']",1,2022-02-15 19:22:28
"['güvenlik', 'neden', 'oturum', 'sonlandırilmistir', 'tekrar']",1,2022-02-15 19:13:09
"['fazla', 'puan', 'dilek']",5,2022-02-15 19:02:26
['güzel'],5,2022-02-15 18:45:32
"['güzel', 'değil']",5,2022-02-15 18:14:18
"['sürekli', 'puan', 'koy', 'puan', 'tane', 'günlük', 'hafta', 'boyunca', 'pazartesi', 'salla', 'zor', 'sıç', 'hediye', 'düzel', 'azıcık', 'yet', 'bık', 'biraz']",2,2022-02-15 18:07:25
['harika'],5,2022-02-15 18:07:23
['süper'],5,2022-02-15 18:03:57
"['türk', 'şelli', 'kazan', 'vodafone', 'kaybet']",5,2022-02-15 18:01:29
['iyi'],5,2022-02-15 17:55:16
['mükemmel'],5,2022-02-15 17:49:02
['güzel'],5,2022-02-15 17:44:33
['süper'],5,2022-02-15 17:32:55
"['önce', 'aycell', 'para', 'yükle', 'sonra', 'telefon', 'sil', 'kullan', 'şimdi', 'geri', 'yükle', 'para', 'git', 'fayda', 'para', 'ayıp', 'val']",1,2022-02-15 17:32:54
['mükemmel'],5,2022-02-15 17:05:32
['numara'],4,2022-02-15 16:59:16
"['wifi', 'bali', 'giriş', 'yapilmiyo', ""i̇nternet'sin"", 'giriş', 'yapilir', 'giriş', 'böyle', 'saçma', 'sapan', 'birey', 'gör']",5,2022-02-15 16:28:59
"['dün', 'banka', 'hesap', 'aycell', 'para', 'yükle', 'hala', 'hizmet', 'kötü', 'tam', 'hayalkırıklığı']",2,2022-02-15 15:10:35
['güzel'],5,2022-02-15 15:02:43
"['sürekli', 'fatura', 'öde', 'öde', 'mesaj', 'reklam', 'taktik', 'rezil', 'mail', 'ulaş', 'ancak', 'çözüm', 'ulaş', 'hala', 'mesaj']",1,2022-02-15 14:57:37
"['yer', 'bab']",5,2022-02-15 14:38:43
['iyi'],5,2022-02-15 14:20:12
"['iyi', 'iyi']",5,2022-02-15 14:09:46
"['gayet', 'güzel']",4,2022-02-15 14:02:08
"['gerçekten', 'güzel', 'kart', 'avantaj', 'turkcell', 'sev', 'kullan', 'kart', 'teşekkür']",5,2022-02-15 13:52:51
"['puan', 'kazan', 'biraz', 'ödül', 'iyi']",4,2022-02-15 13:27:38
"['süper', 'sin', 'aycell']",5,2022-02-15 12:52:41
"['sakın', 'bulaş', 'sürekli', 'para', 'kes']",1,2022-02-15 12:44:31
"['iyi', 'çekim', 'kullanım', 'ücret', 'biraz', 'iyi', 'mükemmel']",5,2022-02-15 12:39:37
['aycell'],5,2022-02-15 12:18:04
['süper'],5,2022-02-15 09:27:34
"['aldır', 'şok', 'market', 'para', 'yatır', 'git', 'kabul', 'neyse', 'ilk', 'gün', 'kayıt', 'falan', 'gün', 'sonra', 'git', 'yine', 'yatır', 'üstelik', 'şok', 'market', 'sat', 'kart', 'puanla', 'düzgün', 'hafta', 'reset']",1,2022-02-15 08:52:24
['süper'],5,2022-02-15 07:59:51
['süper'],5,2022-02-15 04:07:06
"['kaç', 'yıl', 'turkcell', 'faturaliyim', 'cihaz', 'bile', 'puan', 'yok', 'puan', 'kaç', 'yıl', 'turkcell', 'gerek']",5,2022-02-15 00:42:27
['mükemmel'],5,2022-02-15 00:37:12
"['aycell', 'kullan', 'memnun', 'fakat', 'temas', 'kart', 'çık', 'artık', 'lütfen']",5,2022-02-15 00:11:23
['süper'],5,2022-02-14 22:58:32
"['aycell', 'incele', 'güzel']",5,2022-02-14 21:55:59
"['alışveriş', 'aylık', 'sabit', 'ücret', 'kes', 'yem', 'alışveriş', 'komisyon', 'kes', 'rağmen', 'fatura', 'yansı', 'özellik', 'zaman', 'zaman', 'i̇nternet', 'site', 'alışveriş', 'yapıyordumfaturalarımı', 'düzen', 'öde', 'rağmen', 'hat', 'biri', 'limit', 'komik', 'rakam', 'düşür', 'gün', 'müşteri', 'hizmet', 'ara', 'rağmen', 'limit', 'düşür', 'dair', 'bilgi', 'demekki', 'fatura', 'yad', 'öde', 'yanlış', 'işlem', 'çözüm', 'kal', 'yüz', 'hat', 'ait', 'hesap', 'kapa']",1,2022-02-14 21:16:01
"['tablet', 'hesap', 'giriş', 'çalış', 'wifi', 'kapa', 'söyle', 'kapa', 'i̇nternet', 'giriş', 'böyle', 'saçmalık', 'çözüm', 'bulun', 'yok', 'türk', 'telekom', 'geç', 'artık', 'yet', 'lando', 'sjksskksksksksöslslsşaşaşwşwşwşwşaalsösmdmdmdmdmddndnndmekwkwöaöalaşwğwğwğwğwğwğwğwğwğwşlwöeöeöeöeleleleşwpwşdldldldşwwğwşl', 'slslslslslslslwpwşwğwğşwpwğwlwpwşwlslslslslalwlwşwlwşwşwwşwşwşwşwşwşwşwşwşwwlwewçsşwşsööwösösöslslsks']",5,2022-02-14 20:58:35
['kazandımmmm'],5,2022-02-14 20:07:58
['güzel'],5,2022-02-14 19:41:21
"['abi', 'anla', 'birey', 'var', 'dakika', 'hesap', 'don', 'doğru', 'dürüst', 'gir', 'yet', 'artık']",1,2022-02-14 18:51:19
"['siz', 'kart', 'lira', 'para', 'para', 'orta', 'yok']",1,2022-02-14 18:11:19
['süper'],5,2022-02-14 17:55:20
['rahat'],5,2022-02-14 17:52:35
"['teşekkür', 'aycell']",5,2022-02-14 16:43:02
"['yara', 'dene']",5,2022-02-14 16:34:53
"['işlem', 'gerçek', 'gün']",1,2022-02-14 16:26:55
"['oley', 'oley', 'oley', 'böyle', 'süper']",5,2022-02-14 16:25:02
['iyi'],5,2022-02-14 15:22:35
['mükkkkksksk'],5,2022-02-14 15:03:36
"['kadar', 'boş', 'gerek', 'gör', 'hesap', 'don', 'yeni', 'şifre', 'iste', 'ekran', 'hiçbirşey', 'abi', 'boş', 'hediye', 'fon', 'zan']",1,2022-02-14 14:34:46
['güzel'],5,2022-02-14 13:11:20
"['hesap', 'kart', 'para', 'gönder', 'gün', 'hala', 'hesap', 'geç', 'temsilci', 'ara', 'mail', 'dekont', 'git', 'şikayet', 'beraber', 'mai', 'sefer', 'yine', 'incele', 'kart', 'kesinlikle', 'kullan', 'para', 'hesap', 'geç', 'kimse', 'siz', 'diğer', 'banka', 'ilgilen', 'paycel', 'pişman']",1,2022-02-14 13:02:40
"['hafta', 'salla', 'kazan', 'puan', 'saçma', 'kullan', 'bırak', 'git']",1,2022-02-14 10:57:18
['süper'],5,2022-02-14 10:46:12
"['uygçöp', 'turkcell', 'kart', 'çöp']",1,2022-02-14 01:00:02
['iyi'],5,2022-02-13 22:33:57
"['giriş', 'eskieposta', 'adres', 'şifre', 'yol', 'numara', 'nasip', 'çöz', 'yetkili', 'duyur']",5,2022-02-13 21:50:28
"['güzel', 'hoş', 'kullan']",5,2022-02-13 21:49:53
"['ana', 'sayfa', 'gör', 'kart', 'kır', 'rezalet', 'düzenle', 'düzgün', 'yazılım', 'düzenle', 'çek', 'eksi', 'zaten', 'kullan', 'arkadaş', 'bol', 'sen']",1,2022-02-13 20:33:48
"['türkel', 'memnun']",5,2022-02-13 18:56:09
"['aycell', 'fatura', 'değer', 'yeni', 'güncelle', 'eksik', 'fatura', 'öde', 'geçmiş', 'takip', 'yok', 'tekrar', 'fatura', 'öde', 'geçmiş', 'tarihçe', 'ekle', 'rica']",5,2022-02-13 18:38:24
"['harika', 'mükemmel']",5,2022-02-13 18:03:30
"['hay', 'kore', 'kere']",1,2022-02-13 17:41:34
['iyi'],5,2022-02-13 17:22:45
"['para', 'puan', 'hafta', 'ora', 'gerek', 'yok', 'gerek']",1,2022-02-13 17:12:20
"['lütfen', 'para', 'kes', 'işlem', 'iptal', 'geri', 'kalan', 'herşey', 'güzel']",4,2022-02-13 17:09:32
"['tek', 'sıkıntı', 'var', 'pub', 'oyna', 'paket', 'kullan']",5,2022-02-13 17:05:33
"['önce', 'fatura', 'öde', 'kadar', 'zor', 'değil', 'şimdi', 'sayfa', 'kadar', 'yavaş', 'öde', 'işlem', 'imkan', 'hal', 'gerek', 'süreç']",3,2022-02-13 16:12:11
"['iyi', 'dır']",5,2022-02-13 16:11:13
['indiremiyoruuumm'],1,2022-02-13 16:06:57
"['giriş', 'biçim', 'puan', 'yok']",1,2022-02-13 15:56:55
"['arkadaş', 'telefon', 'yad', 'sorun', 'oldukartta', 'para', 'varit', 'diğer', 'kullan', 'hatta', 'para', 'aktar', 'müşteri', 'hizmet', 'ara', 'yardım', 'istedimkendi', 'para', 'gün', 'aktar', 'mağdur', 'çare', 'bırak', 'kesinlikle', 'yükle', 'önce', 'memnuniyet', 'bil', 'çare', 'bırak', 'ilgi', 'kadar', 'para', 'kazan', 'hal']",1,2022-02-13 15:26:56
['güzel'],5,2022-02-13 15:20:13
['süper'],2,2022-02-13 15:14:18
['kola'],4,2022-02-13 14:21:07
"['adam', 'asma', 'oyun', 'tıp', 'terim', 'başlık', 'alt', 'aktarım', 'kelime', 'bul', 'iste', 'başlık', 'eylem', 'değiş', 'arz']",1,2022-02-13 13:48:35
"['güzel', 'puan']",3,2022-02-13 13:47:29
"['kötü', 'para', 'gönder', 'ist', 'olmyr', 'kesinlikle', 'kullan']",1,2022-02-13 13:15:59
['iyi'],5,2022-02-13 12:31:07
['kral'],5,2022-02-13 12:10:58
"['hane', 'şifre', 'belirle', 'hane', 'şifre', 'iste', 'gir']",1,2022-02-13 11:57:43
"['şimdilik', 'memnun']",5,2022-02-13 11:39:05
